,Unnamed: 0,ciudad_de_ubicaci_n,fecha_reporte_web,conteo_confirmados,conteo_recuperado,conteo_fallecidos,casos_activos,acumulado_dia_confirmados,acumulado_dia_recuperado,acumulado_dia_fallecidos,acumulado_dia_activos,Poblacion_total,susceptibles,tasa_contagiados,tasa_recuperados,tasa_contagiados_mas_1,media_movil_med,media_movil_contagiados_med,media_movil_recuperados_med
115,784,Medellín,2020-07-12,306,281.0,10.0,13.0,4798,4474.0,115.0,203.0,2427129,2422331,0.0019807367366392126,0.9324718632763651,1.0019807367366391,0.0018743102416730547,0.0018743102416730547,0.9333732037732226
116,785,Medellín,2020-07-13,228,199.0,9.0,19.0,5026,4673.0,124.0,222.0,2427129,2422103,0.0020750562630903807,0.9297652208515719,1.0020750562630905,0.001969990301956904,0.001969990301956904,0.9318914352851501
117,786,Medellín,2020-07-14,546,495.0,12.0,38.0,5572,5168.0,136.0,260.0,2427129,2421557,0.0023009989027720596,0.927494615936827,1.002300998902772,0.0021189306341672176,0.0021189306341672176,0.929910566688254
118,787,Medellín,2020-07-15,472,432.0,17.0,22.0,6044,5600.0,153.0,282.0,2427129,2421085,0.0024964014068072785,0.9265387160820648,1.0024964014068072,0.002290818857556573,0.002290818857556573,0.9279328509568207
119,788,Medellín,2020-07-16,453,412.0,12.0,27.0,6497,6012.0,165.0,309.0,2427129,2420632,0.002684009795788868,0.9253501616130522,1.002684009795789,0.0024938033684560683,0.0024938033684560683,0.9264611645439808
120,789,Medellín,2020-07-17,599,581.0,7.0,11.0,7096,6593.0,172.0,320.0,2427129,2420033,0.002932191420530216,0.9291149943630215,1.0029321914205303,0.0027042008743754543,0.0027042008743754543,0.9270012906860455
121,790,Medellín,2020-07-18,887,865.0,7.0,14.0,7983,7458.0,179.0,334.0,2427129,2419146,0.00329992484951301,0.9342352499060503,1.003299924849513,0.002972042021944031,0.002972042021944031,0.9295668019607074
122,791,Medellín,2020-07-19,461,433.0,10.0,16.0,8444,7891.0,189.0,350.0,2427129,2418685,0.003491153250629991,0.934509711037423,1.00349115325063,0.003241089840224405,0.003241089840224405,0.9326199851021643
123,792,Medellín,2020-07-20,691,662.0,12.0,17.0,9135,8553.0,201.0,367.0,2427129,2417994,0.0037779250072580827,0.9362889983579639,1.003777925007258,0.003523001035800361,0.003523001035800361,0.9350113197671451
124,793,Medellín,2020-07-21,1001,942.0,32.0,26.0,10136,9495.0,233.0,393.0,2427129,2416993,0.004193640610461015,0.9367600631412786,1.004193640610461,0.003820906289449696,0.003820906289449696,0.9358529241788879
125,794,Medellín,2020-07-22,627,582.0,30.0,14.0,10763,10077.0,263.0,407.0,2427129,2416366,0.004454209337492747,0.9362631236644058,1.0044542093374929,0.004141924985070615,0.004141924985070615,0.9364373950545488
126,795,Medellín,2020-07-23,465,427.0,14.0,23.0,11228,10504.0,277.0,430.0,2427129,2415901,0.004647541434851842,0.9355183469896687,1.004647541434852,0.004431797127601869,0.004431797127601869,0.936180511265117
127,796,Medellín,2020-07-24,790,739.0,14.0,36.0,12018,11243.0,291.0,466.0,2427129,2415111,0.004976168797210563,0.935513396571809,1.0049761687972105,0.004692639856518384,0.004692639856518384,0.9357649557419605
128,797,Medellín,2020-07-25,763,718.0,22.0,22.0,12781,11961.0,313.0,488.0,2427129,2414348,0.005293768752474788,0.9358422658633909,1.0052937687524748,0.004972492994845732,0.004972492994845732,0.935624669808289
129,798,Medellín,2020-07-26,592,565.0,11.0,15.0,13373,12526.0,324.0,503.0,2427129,2413756,0.005540328019899277,0.9366634263067375,1.0055403280198993,0.005270088523194878,0.005270088523194878,0.9360063629139787
130,799,Medellín,2020-07-27,1231,1160.0,34.0,34.0,14604,13686.0,358.0,537.0,2427129,2412525,0.006053408772966083,0.9371405094494659,1.006053408772966,0.005629168515113384,0.005629168515113384,0.9365487338731976
131,800,Medellín,2020-07-28,674,636.0,17.0,21.0,15278,14322.0,375.0,558.0,2427129,2411851,0.006334553834378658,0.9374263647074225,1.0063345538343786,0.005976096875748006,0.005976096875748006,0.9370767668212081
132,801,Medellín,2020-07-29,943,866.0,36.0,41.0,16221,15188.0,411.0,599.0,2427129,2410908,0.006728170465235505,0.9363171197829974,1.0067281704652356,0.006372044357526749,0.006372044357526749,0.9369613313132946
133,802,Medellín,2020-07-30,850,814.0,8.0,25.0,17071,16002.0,419.0,624.0,2427129,2410058,0.007083232021801965,0.9373791810673071,1.007083232021802,0.006715318773805376,0.006715318773805376,0.9370408885192415
134,803,Medellín,2020-07-31,1106,1037.0,24.0,40.0,18177,17039.0,443.0,664.0,2427129,2408952,0.007545604893746326,0.9373934092534522,1.0075456048937463,0.007119002460261266,0.007119002460261266,0.9370299033679181
135,804,Medellín,2020-08-01,1580,1527.0,19.0,33.0,19757,18566.0,462.0,697.0,2427129,2407372,0.00820687455033954,0.9397175684567495,1.0082068745503396,0.007611903821962611,0.007611903821962611,0.938163386259169
136,805,Medellín,2020-08-02,1227,1168.0,33.0,24.0,20984,19734.0,495.0,721.0,2427129,2406145,0.008721003929522119,0.9404308044224171,1.008721003929522,0.008157827791202664,0.008157827791202664,0.9391805940442056
137,806,Medellín,2020-08-03,1654,1604.0,33.0,17.0,22638,21338.0,528.0,738.0,2427129,2404491,0.009414882401306555,0.9425744323703508,1.0094148824013065,0.00878092029372274,0.00878092029372274,0.9409076017498385
138,807,Medellín,2020-08-04,654,619.0,14.0,19.0,23292,21957.0,542.0,757.0,2427129,2403837,0.009689508897649883,0.9426841834106131,1.0096895088976499,0.009275131742826188,0.009275131742826188,0.9418964734011263
139,808,Medellín,2020-08-05,821,766.0,21.0,32.0,24113,22723.0,563.0,789.0,2427129,2403016,0.010034473345162912,0.9423547464023556,1.010034473345163,0.009712954881373121,0.009712954881373121,0.942537787394439
140,809,Medellín,2020-08-06,795,728.0,24.0,42.0,24908,23451.0,587.0,831.0,2427129,2402221,0.010368737930440205,0.9415047374337562,1.0103687379304402,0.01003090672441767,0.01003090672441767,0.9421812224155742
141,810,Medellín,2020-08-07,1216,1144.0,35.0,36.0,26124,24595.0,622.0,867.0,2427129,2401005,0.010880443814152823,0.9414714438830194,1.0108804438141528,0.01042788502991865,0.01042788502991865,0.9417769759063762
142,811,Medellín,2020-08-08,904,866.0,11.0,26.0,27028,25461.0,633.0,893.0,2427129,2400101,0.011261192758138095,0.942023087168862,1.011261192758138,0.01083679150091038,0.01083679150091038,0.9416664228285448
143,812,Medellín,2020-08-09,1006,972.0,9.0,24.0,28034,26433.0,642.0,917.0,2427129,2399095,0.011685239642448506,0.9428907754869088,1.0116852396424485,0.011275625404913144,0.011275625404913144,0.9421284355129291
144,813,Medellín,2020-08-10,1627,1556.0,30.0,37.0,29661,27989.0,672.0,954.0,2427129,2397468,0.012371802251375201,0.943629682074104,1.0123718022513752,0.011772744883987269,0.011772744883987269,0.9428478482432906
145,814,Medellín,2020-08-11,1102,1063.0,20.0,17.0,30763,29052.0,692.0,971.0,2427129,2396366,0.012837354561031161,0.9443812372005331,1.0128373545610312,0.01229813215161829,0.01229813215161829,0.9436338982538475
146,815,Medellín,2020-08-12,958,905.0,19.0,33.0,31721,29957.0,711.0,1004.0,2427129,2395408,0.013242420497885956,0.9443901516345639,1.013242420497886,0.012817192436764109,0.012817192436764109,0.9441336903030658
147,816,Medellín,2020-08-13,873,792.0,19.0,62.0,32594,30749.0,730.0,1066.0,2427129,2394535,0.013611828601377721,0.9433944897833957,1.0136118286013778,0.013230534553431617,0.013230534553431617,0.9440552928728297
148,817,Medellín,2020-08-14,1032,893.0,35.0,104.0,33626,31642.0,765.0,1170.0,2427129,2393503,0.014048864781034325,0.9409980372330934,1.0140488647810344,0.013634371293432673,0.013634371293432673,0.9429275595503498
149,818,Medellín,2020-08-15,1012,806.0,13.0,192.0,34638,32448.0,778.0,1362.0,2427129,2392491,0.014477797408642289,0.9367746405681622,1.0144777974086423,0.014046163597018116,0.014046163597018116,0.9403890558615493
150,819,Medellín,2020-08-16,872,750.0,21.0,101.0,35510,33198.0,799.0,1463.0,2427129,2391619,0.014847682678553733,0.9348915798366657,1.0148476826785537,0.014458114956076787,0.014458114956076787,0.9375547525459726
151,820,Medellín,2020-08-17,618,478.0,10.0,130.0,36128,33676.0,809.0,1593.0,2427129,2391001,0.015109989498122334,0.9321302037201062,1.0151099894981224,0.014811823195106122,0.014811823195106122,0.9345988080416436
152,821,Medellín,2020-08-18,905,659.0,25.0,220.0,37033,34335.0,834.0,1813.0,2427129,2390096,0.015494356712031651,0.9271460589204223,1.0154943567120316,0.015150676296235911,0.015150676296235911,0.9313892808257304
153,822,Medellín,2020-08-19,974,578.0,23.0,372.0,38007,34913.0,857.0,2185.0,2427129,2389122,0.015908354617302927,0.9185939432209856,1.0159083546173029,0.015504233609152306,0.015504233609152306,0.9259567352871704
154,823,Medellín,2020-08-20,427,159.0,9.0,259.0,38434,35072.0,866.0,2444.0,2427129,2388695,0.016089957068608593,0.9125253681636052,1.0160899570686086,0.015830889465981057,0.015830889465981057,0.9194217901016698
155,824,Medellín,2020-08-21,680,123.0,7.0,550.0,39114,35195.0,873.0,2994.0,2427129,2388015,0.016379294099911432,0.8998056961701693,1.0163792940999115,0.01612586859527432,0.01612586859527432,0.9103083358515854
156,825,Medellín,2020-08-22,920,510.0,14.0,395.0,40034,35705.0,887.0,3389.0,2427129,2387095,0.016771012464941698,0.8918669131238447,1.0167710124649416,0.016413421211153908,0.016413421211153908,0.9013993258192051
157,826,Medellín,2020-08-23,796,346.0,23.0,426.0,40830,36051.0,910.0,3815.0,2427129,2386299,0.01711017772709958,0.8829537105069801,1.0171101777270997,0.016753494763984234,0.016753494763984234,0.8915421066003301
158,827,Medellín,2020-08-24,529,26.0,3.0,500.0,41359,36077.0,913.0,4315.0,2427129,2385770,0.017335702938673887,0.8722889818419207,1.0173357029386738,0.017072297710238386,0.017072297710238386,0.8823698684909139
159,828,Medellín,2020-08-25,615,45.0,7.0,562.0,41974,36122.0,920.0,4877.0,2427129,2385155,0.017598017738889086,0.8605803592700243,1.017598017738889,0.017347966134887514,0.017347966134887514,0.871941017206307
160,829,Medellín,2020-08-26,1353,128.0,16.0,1206.0,43327,36250.0,936.0,6083.0,2427129,2383802,0.018175586730777137,0.8366607427239365,1.0181755867307771,0.017703102469446702,0.017703102469446702,0.8565100279452924
161,830,Medellín,2020-08-27,718,30.0,3.0,684.0,44045,36280.0,939.0,6767.0,2427129,2383084,0.018482353118899713,0.8237030309910319,1.0184823531188998,0.018085319196188648,0.018085319196188648,0.8403147109949961
162,831,Medellín,2020-08-28,1015,217.0,11.0,786.0,45060,36497.0,950.0,7553.0,2427129,2382069,0.018916328620203697,0.8099644917887261,1.0189163286202036,0.018524756156626854,0.018524756156626854,0.8234427551678968
163,832,Medellín,2020-08-29,754,8.0,7.0,738.0,45814,36505.0,957.0,8291.0,2427129,2381315,0.019238949907929022,0.7968088357270703,1.019238949907929,0.018879210549010813,0.018879210549010813,0.8101587861689413
164,833,Medellín,2020-08-30,568,1.0,4.0,563.0,46382,36506.0,961.0,8854.0,2427129,2380747,0.01948212052771672,0.7870725712560908,1.0194821205277167,0.019212466351949814,0.019212466351949814,0.7979486329239608
165,834,Medellín,2020-08-31,922,0.0,4.0,918.0,47304,36506.0,965.0,9772.0,2427129,2379825,0.019877091802968705,0.77173177743954,1.0198770918029687,0.019532720746204817,0.019532720746204817,0.7852043948075655
166,835,Medellín,2020-09-01,633,0.0,0.0,633.0,47937,36506.0,965.0,10405.0,2427129,2379192,0.020148436948342126,0.7615411894778563,1.0201484369483422,0.019835883093009186,0.019835883093009186,0.7734485127244942
